"","question","options","answer"
"231","有毒化学品在水中的溶解度越大，其危险性越大。","A.对 B.错","正确"
"232","液氯钢瓶与液氨钢瓶可以在同库存放。","A.对 B.错","错误"
"233","氰化钾、氰化钠、丙烯腈等是剧毒品，进入人体50毫克即可致死，与皮肤接触经伤口进入人体，即可引起严重中毒。","A.对 B.错","正确"
"234","Cl2和CO作用生成的光气毒性比Cl2大。","A.对 B.错","正确"
"235","乙醚、氯仿、笑气（N2O）具有麻醉作用。","A.对 B.错","正确"
"236","汞及其化合物、砷及其无机化合物、黄磷、碘甲烷、甲基丙烯酸甲酯、氰化物等具有剧毒性。","A.对 B.错","正确"
"237","苯、三硝基甲苯、二硫化碳、丙烯腈、四氯化碳、甲醛、苯胺、氯丙烯、溴甲烷、环氧氯丙烷、光气、一氧化碳等具有高毒性。","A.对 B.错","正确"
"238","苯乙烯、甲醇、甲苯、二甲苯、三氯乙烯、苯酚等具有中等毒性。","A.对 B.错","正确"
"239","丙酮、氢氧化钠、氨等具有低毒性。","A.对 B.错","正确"
"240","汽油的爆炸极限是：7.6%～1.4%。","A.对 B.错","正确"
"241","配制的试剂、反应产物只须有名称、浓度或纯度等信息","A.对 B.错","错误"
"242","实验室可以存放大桶试剂和大量试剂，以备不时之需。","A.对 B.错","错误"
"243","进入实验室时衣服宽松舒适整洁即可。","A.对 B.错","错误"
"244","腐蚀品应该下垫橡胶托盘。","A.对 B.错","错误"
"245","在进行碱金属参与的实验中，应该先用清水清洗表面的污垢，避免污垢影响反应结果。","A.对 B.错","错误"
"246","实验中产生、弃用的有毒有害固态物质等应该应该要有专门的处理，比如小心掩埋起来","A.对 B.错","错误"
"247","当遭遇化学冻伤时，应该迅速脱离低温环境和冷冻物品，冻伤的太厉害应该猛力捶打防止肌肤坏死","A.对 B.错","错误"
"248","当发现有人在毒区发生意外，必须要第一时间为了人道主义精神去拯救他。","A.对 B.错","错误"
"249","误食敌百虫者应该立刻送往医院，时间紧迫时应该让他服用碳酸氢钠延长救治时间。","A.对 B.错","错误"
"250","误食强酸后，应该立刻煮几个鸡蛋让其服下。","A.对 B.错","错误"
"251","使用激光箱及控制台之前，必须接受眼部检查，并定期复查。","A.对 B.错","正确"
"252","激光箱及其控制台不可以贴太明显的标签，否则容易引起盗贼偷盗。","A.对 B.错","错误"
"253","使用激光箱及其控制台时，最好只有一个人在实验室，免得对其他人造成身体伤害。","A.对 B.错","错误"
"254","当大面积烧伤时，应该立刻采取措施，如涂一些红药水来粗略治疗。","A.对 B.错","错误"
"255","验过程中长时间使用恒温水浴锅时，应注意及时加水，避免干烧发生危险。对箱式电阻炉的使用必须经过实验室管理员的同意，确保安全用电。","A.对 B.错","正确"
"256","腐蚀品应放在防腐蚀试剂柜的上层；或下垫防腐蚀托盘，置于普通试剂柜上层。","A.对 B.错","错误"
"257","误食强酸时不应饮用用含碳酸钠或碳酸氢钠的溶液来稀释强酸。","A.对 B.错","正确"
"258","存放化学药品时，有机溶剂，固体化学药品，酸、碱化合物可以存放于同一药品柜中。","A.对 B.错","错误"
"259","汞通常经过皮肤和消化道来进入人体。","A.对 B.错","错误"
"260","只有在浓溶液中也能几乎全部电离的物质才是强电解质","A.对 B.错","错误"
"261","由极性键结合的分子不一定是极性分子","A.对 B.错","正确"
"262","易溶强电解质在水中完全电离，溶液里只存在离子，不存在分子","A.对 B.错","错误"
"263","增加平行实验的次数可减少偶然误差","A.对 B.错","正确"
"264","实验室的浓酸，浓碱处理，一般要先中和，倾倒后要用大量的水冲洗管道","A.对 B.错","正确"
"265","为了安全起见，平时应将低沸点溶剂保存于普通冰箱内以降低溶剂蒸汽压","A.对 B.错","错误"
"266","当误食有毒事物时，喝一些盐开水，有解毒作用","A.对 B.错","正确"
"267","六大营养物质：水，矿物质，维生素，糖类，脂肪，蛋白质","A.对 B.错","正确"
"268","茶叶与糖果可以一起存放","A.对 B.错","错误"
"269","危险化学品包装修理过后如果符合危险货物运输包装性能试验的要求，可以重复使用。","A.对 B.错","正确"
"270","职工因工负伤痊愈后。经医院检查证明确实旧伤复发，可按因工负伤处理。","A.对 B.错","正确"
"271","隔开储存是在同一建筑物或同一区域内，用隔板或墙，将禁忌物料分开的储存方式。","A.对 B.错","错误"
"272","剧毒化学品销售企业应当在销售后5日内，将所销售的剧毒化学品的品种、数量以及流向信息报所在地县级人民政府公安机关备案，并输入计算机系统。","A.对 B.错","错误"
"273","有毒物品应贮存在阴凉、通风、干燥的场所，不得露天存放和接近酸类物质：腐蚀性物品不允许泄漏，严禁与液化气体和其他物品共存。","A.对 B.错","正确"
"274","因吸入氰化物中毒时，应立刻将中毒者移出毒区，脱去衣服，进行人工呼吸。","A.对 B.错","正确"
"275","开启大瓶液体药品时，应用锯子将封口石膏锯开。","A.对 B.错","正确"
"276","稀释硫酸时，应该在不断搅拌下，慢慢将水加入浓硫酸中。","A.对 B.错","错误"
"277","取下正在沸腾的水或溶液时，须用烧杯夹夹住摇动后取下。","A.对 B.错","正确"
"278","实验室内，近视人员可以戴隐形眼镜。","A.对 B.错","错误"
"279","把玻璃管或温度计插入橡皮塞或软木塞时，常常会折断而使人受伤。下列不正确的操作方法是:","A.可在玻璃管上沾些水或涂上甘油等作润滑剂，一手拿着塞子，一手拿着玻璃管一端(两只手尽量靠近)，边旋转边慢慢地把玻璃管插入塞子中 B.橡皮塞等钻孔时，打出的孔比管径略小，可用圆锉把孔锉一下，适当扩大孔径 C.无需润滑，且操作时与双手距离无关","A
"
"280","不慎发生意外，下列哪个操作是正确的？","A.如果不慎将化学品弄洒或污染，立即自行回收或者清理现场，以免对他人产生危险 B.任何时候见到他人洒落的液体应及时用抹布抹去，以免发生危险 C.pH值中性即意味着液体是水，自行清理即可 D.不慎将化学试剂弄到衣物和身体上，立即用大量清水冲洗10－15分钟","D
"
"281","以下物质中，哪些应该在通风橱内操作?","A.氢气 B.氮气 C.氦气 D.氯化氢","D
"
"282","超级恒温水浴使用时错误的操作是：","A.超级恒温水浴内应使用去离子水（或纯净水） B.恒温水浴内去离子水未加到“正常水位”严禁通电，防止干烧 C.可以使用自来水","C
"
"283","大量试剂应放在什么地方？","A.试剂架上 B.实验室内试剂柜中 C.实验台下柜中 D.试剂库内","D
"
"284","高温实验装置使用注意事项错误的是：","A.注意防护高温对人体的辐射 B.熟悉高温装置的使用方法，并细心地进行操作 C.如不得已非将高温炉之类高温装置置于耐热性差的实验台上进行实验时，装置与台面之间要保留一厘米以上的间隙，并加垫隔热层，以防台面着火 D.使用高温装置的实验，要求在防火建筑内或配备有防火设施的室内进行，并要求密闭，减少热量损失","D
"
"285","过氧化酸、硝酸铵、硝酸钾、高氯酸及其盐、重铬酸及其盐、高锰酸及其盐、过氧化苯甲酸、五氧化二磷等是强氧化剂，使用时应注意：","A.环境温度不要高于30℃ B.通风要良好 C.不要加热，不要与有机物或还原性物质共同使用 D.以上都是","D
"
"286","离心操作时，为防液体溢出，离心管中样品装量不能超过离心管体积的多少？","A.2/3 B.1/3 C.1/2 D.3/4","A
"
"287","普通塑料、有机玻璃制品的加热温度不能超过：","A.40℃ B.60℃ C.80℃ D.100℃","B
"
"288","取用试剂时，错误的说法是：","A.不能用手接触试剂，以免危害健康和沾污试剂 B.瓶塞应倒置桌面上，以免弄脏，取用试剂后，立即盖严，将试剂瓶放回原处，标签朝外 C.要用干净的药匙取固体试剂，用过的药匙要洗净擦干才能再用 D.多取的试剂可倒回原瓶，避免浪费","D
"
"289","涉及有毒试剂的操作时，应采取的保护措施包括：","A.佩戴适当的个人防护器具 B.了解试剂毒性，在通风橱中操作 C.做好应急救援预案 D.以上都是","D
"
"290","实验开始前应该做好哪些准备？","A.必须认真预习，理清实验思路 B.应仔细检查仪器是否有破损，掌握正确使用仪器的要点，弄清水、电、气的管线开关和标记，保持清醒头脑，避免违规操作 C.了解实验中使用的药品的性能和有可能引起的危害及相应的注意事项 D.以上都是","D
"
"291","对于实验室的微波炉，下列哪种说法是错误的？","A.微波炉开启后，会产生很强的电磁辐射，操作人员应远离 B.严禁将易燃易爆等危险化学品放入微波炉中加热 C.实验室的微波炉也可加热食品 D.对密闭压力容器使用微波炉加热时应注意严格按照安全规范操作","C
"
"292","实验室内使用乙炔气时，说法正确的是：","A.室内不可有明火，不可有产生电火花的电器 B.房间应密闭 C.室内应有高湿度 D.乙炔气可用铜管道输送","A
"
"293","实验中用到很多玻璃器皿，容易破碎，为避免造成割伤应该注意什么？","A.装配时不可用力过猛，用力处不可远离连接部位 B.不能口径不合而勉强连接 C.玻璃折断面需烧圆滑，不能有棱角 D.以上都是","D
"
"294","使用易燃易爆的化学药品，不正确的操作是：","A.可以用明火加热 B.在通风橱中进行操作 C.不可猛烈撞击 D.加热时使用水浴或油浴","A
"
"295","室温较高时，有些试剂如氨水等，打开瓶塞的瞬间很易冲出气液流，应先如何处理，再打开瓶塞？","A.先将试剂瓶在热水中浸泡一段时间 B.振荡一段时间 C.先将试剂瓶在冷水中浸泡一段时间 D.先将试剂瓶颠倒一下","C
"
"296","天气较热时，打开腐蚀性液体，应该：","A.直接用手 B.用毛巾先包住塞子 C.戴橡胶手套 D.用纸包住塞子","B
"
"297","稀硫酸溶液的正确制备方法是：","A.在搅拌下，加水于浓硫酸中 B.在搅拌下，加浓硫酸于水中 C.水加于浓硫酸，或浓硫酸加于水都无所谓 D.水与浓硫酸两者一起倒入容器混合","B
"
"298","下列实验操作中，说法正确的是：","A.可以对容量瓶、量筒等容器加热 B.在通风橱操作时，可将头伸入通风柜内观察 C.非一次性防护手套脱下前必须冲洗干净，而一次性手套时须从后向前把里面翻出来脱下后再扔掉 D.可以抓住塑料瓶子或玻璃瓶子的盖子搬运瓶子","C
"
"299","下列气体须在通风橱内进行操作的是：","A.硫化氢 B.氟化氢 C.氯化氢 D.以上都是","D
"
"300","下列实验室操作及安全的叙述，正确的是？","A.实验后所取用剩余的药品应小心倒回原容器，以免浪费 B.当强碱溶液溅出时，可先用大量的水稀释后再处理 C.温度计破碎流出的汞，宜洒上盐酸使反应为氯化汞后再弃之","B
"
"301","箱式电阻炉使用过程中，当温度升至多少度以上后，不得打开炉门进行激烈冷却，以免烧坏炉衬和电热元件?","A、200℃ B、400℃ C、550℃ D、800℃","A
"
"302","需要你将硫酸、氢氟酸、盐酸和氢氧化钠各一瓶从化学品柜搬到通风橱内，正确的方法是：","A.硫酸和盐酸同一次搬运，氢氟酸和氢氧化钠同一次搬运 B.硫酸和氢氟酸同一次搬运，盐酸和氢氧化钠同一次搬运 C.硫酸和氢氧化钠同一次搬运，盐酸和氢氟酸同一次搬运 D.硫酸和盐酸同一次搬运，氢氟酸、氢氧化钠分别单独搬运","D
"
"303","盐酸、甲醛溶液、乙醚等易挥发试剂应如何合理存放？","A.和其它试剂混放 B.放在冰箱中 C.分类存放在干燥通风处 D.放在密闭的柜子中","C
"
"304","以下哪个药品（试剂）在使用时不用注意干燥防潮？","A.锂 B.碳化钙 C.磷化钙 D.二氧化硅","D
"
"305","应如何简单辨认有味的化学药品？","A.用鼻子对着瓶口去辨认气味 B.用舌头品尝试剂 C.将瓶口远离鼻子，用手在瓶口上方扇动，稍闻其味即可 D.取出一点，用鼻子对着闻","C
"
"306","用剩的活泼金属残渣的正确处理方法是：","A.连同溶剂一起作为废液处理 B.在氮气保护下，缓慢滴加乙醇，进行搅拌使所有金属反应完毕后，整体作为废液处理 C.将金属取出暴露在空气中使其氧化完全 D.以上都对","B
"
"307","有些固体化学试剂（如硫化磷、赤磷、镁粉等）与氧化剂接触或在空气中受热、受冲击或磨擦能引起急剧燃烧，甚至爆炸。使用这些化学试剂时，要注意什么：","A.要注意周围环境湿度不要太高 B.周围温度一般不要超过30℃，最好在20℃以下 C.不要与强氧化剂接触 D.以上都是","D
"
"308","欲除去氯气时，以下哪一种物质作为吸收剂最为有效？","A.氯化钙 B.稀硫酸 C.硫代硫酸钠 D.氢氧化铅","C
"
"309","在使用化学药品前应做好的准备有：","A.明确药品在实验中的作用 B.掌握药品的物理性质（如：熔点、沸点、密度等）和化学性质 C.了解药品的毒性；了解药品对人体的侵入途径和危险特性；了解中毒后的急救措施 D.以上都是","D
"
"310","在蒸馏低沸点有机化合物时应采取哪种方法加热？","A.酒精灯 B.热水浴 C.电炉 D.砂浴","B
"
"311","关于重铬酸钾洗液，下列说法错误的是：","A.将化学反应用过的玻璃器皿不经处理，直接放入重铬酸钾洗液浸泡 B.浸泡玻璃器皿时，不可以将手直接插入洗液缸里取放器皿 C.从洗液中捞出器皿后，立即放进清洗杯，避免洗液滴落在洗液缸外等处。然后马上用水连同手套一起清洗 D.取放器皿应戴上专用手套，但仍不能在洗液里的时间过长","A
"
"312","处理使用后的废液时，下列哪个说法是错误的？","A.不明的废液不可混合收集存放 B.废液不可任意处理 C.禁止将水以外的任何物质倒入下水道，以免造成环境污染和处理人员危险 D.少量废液用水稀释后，可直接倒入下水道","D
"
"313","剧毒物品必须保管、储存在什么地方？","A.铁皮柜 B.木柜子 C.带双锁的铁皮保险柜 D.带双锁的木柜子","C
"
"314","剧毒物品保管人员应做到:","A.日清月结 B.帐物相符 C.手续齐全 D.以上都对","D
"
"315","处置实验过程产生的剧毒药品废液，说法错误的是：","A.妥善保管 B.不得随意丢弃、掩埋 C.集中保存，统一处理 D.稀释后用大量水冲净","D
"
"316","实验室冰箱和超低温冰箱使用注意事项错误的是：","A.定期除霜、清理，清理后要对内表面进行消毒 B.储存的所有容器，应当标明物品名称、储存日期和储存者姓名 C.除非有防爆措施，否则冰箱内不能放置易燃易爆化学品溶液，冰箱门上应注明这一点 D.可以在冰箱内冷冻食品和水","D
"
"317","实验完成后，废弃物及废液应如何处置？","A.倒入水槽中 B.分类收集后，送中转站暂存，然后交有资质的单位处理 C.倒入垃圾桶中 D.任意弃置","B
"
"318","下列加热热源，化学实验室原则不得使用的是：","A.明火电炉 B.水浴、蒸汽浴 C.油浴、沙浴、盐浴 D.电热板、电热套","A
"
"319","易燃化学试剂存放和使用的注意事项正确是：","A.要求单独存放于阴凉通风处 B.放在冰箱中时，要使用防爆冰箱 C.远离火源，绝对不能使用明火加热 D.以上都是","D
"
"320","用过的废洗液应如何处理？","A.可直接倒入下水道 B.作为废液交相关部门统一处理 C.可以用来洗厕所 D.随意处置","B
"
"321","在普通冰箱中不可以存放什么物品？","A．普通化学试剂 B．酶溶液 C.菌体 D.有机溶剂","D
"
"322","领取剧毒物品时，必须：","A．双人领用(其中一人必须是实验室的教师) B．单人领用 C．双人领用(两人都是实验室的学生)","A
"
"323","各实验室在运送化学废弃物到各校区临时收集中转仓库之前，可以：","A．堆放在走廊上 B．堆放在过道上 C．集中分类存放在实验室内，贴好物品标签","C
"
"324","实验室的废弃化学试剂和实验产生的有毒有害废液、废物，可以：","A．集中分类存放，贴好标签，待送中转站集中处理 B．向下水口倾倒 C．随垃圾丢弃","A
"
"325","剧毒物品使用完或残存物处理完的空瓶，应：","A．随生活垃圾丢弃 B．交回学校后勤技术物资服务中心 C．交回学校保卫处","B
"
"326","以下什么物质引起的皮肤灼伤禁用水洗?","A.五氧化二磷 B.五硫化磷 C.五氯化磷 D.以上都是","D
"
"327","搬运剧毒化学品后，应该：","A.用流动的水洗手 B.吃东西补充体力 C.休息","A
"
"328","当有汞（水银）溅失时，应如何处理现场?","A.用水擦 B.用拖把拖 C.扫干净后倒入垃圾桶 D.收集水银，用硫磺粉盖上并统一处理","D
"
"329","化学品的毒性可以通过皮肤吸收、消化道吸收及呼吸道吸收等三种方式对人体健康产生危害，下列不正确的预防措施是：","A.实验过程中使用三氯甲烷时戴防尘口罩 B.实验过程中移取强酸、强碱溶液应带防酸碱手套 C.实验场所严禁携带食物；禁止用饮料瓶装化学药品，防止误食 D.称取粉末状的有毒药品时，要带口罩防止吸入","A
"
"330","黄磷自燃应如何扑救：","A.用高压水枪 B.用高压灭火器 C.用雾状水灭火或用泥土覆盖 D.以上都对","C
"
"331","金属钠着火可采用的灭火方式有：","A.干砂 B.水 C.湿抹布 D.泡沫灭火器","A
"
"332","铝粉、保险粉自燃时如何扑救？","A.用水灭火 B.用泡沫灭火器 C.用干粉灭火器 D.用干砂子灭火","D
"
"333","强碱烧伤处理错误的是：","A.立即用稀盐酸冲洗 B.立即用1%～2%的醋酸冲洗 C.立即用大量水冲洗 D.先进行应急处理，再去医院处理","A
"
"334","容器中的溶剂或易燃化学品发生燃烧应如何处理？","A.用灭火器灭火或加砂子灭火 B.加水灭火 C.用不易燃的瓷砖、玻璃片盖住瓶口 D.用湿抹布盖住瓶口","A
"
"335","溶剂溅出并燃烧应如何处理？","A.马上使用灭火器灭火 B.马上向燃烧处盖砂子或浇水 C.马上用石棉布盖住燃烧处，尽快移去临近的其它溶剂，关闭热源和电源，再灭火 D.以上都对","C
"
"336","实验过程中发生烧烫(灼)伤，错误的处理方法是：","A.浅表的小面积灼伤，以冷水冲洗15至30分钟至散热止痛 B.以生理食盐水擦拭（勿以药膏、牙膏、酱油涂抹或以纱布盖住） C.若有水泡可自行刺破 D.大面积的灼伤，应紧急送至医院","C
"
"337","使用碱金属引起燃烧应如何处理？","A.马上使用灭火器灭火 B.马上向燃烧处浇水灭火 C.马上用石棉布盖砂子盖住燃烧处，尽快移去临近其它溶剂，关闭热源和电源，再用灭火器灭火 D.以上都对","C
"
"338","试剂或异物溅入眼内，处理措施正确的是：","A.溴：大量水洗，再用1％NaHCO3溶液洗 B.酸：大量水洗，用1～2％NaHCO3溶液洗 C.碱：大量水洗，再以1％硼酸溶液洗 D.以上都对","D
"
"339","为了防止在开启或关闭玻璃容器时发生危险，下列哪一种瓶塞不适宜作为盛放具有爆炸危险性物质的玻璃容器的瓶塞？","A.软木塞 B.磨口玻璃塞 C.胶皮塞 D.橡胶塞","B
"
"340","眼睛被化学品灼伤后，首先采取的正确方法是：","A.点眼药膏 B.立即开大眼睑，用清水冲洗眼睛 C.马上到医院看急诊","B
"
"341","以下是酸灼伤的处理方法，其顺序为：
①以1～2％NaHCO3溶液洗。
②立即用大量水洗
③送医院","A.①③② B.②①③ C.③①② D.③②①","B
"
"342","以下是溴灼伤处理方法，其顺序为：
①送医院
②立即用大量水洗
③用乙醇擦至灼伤处为白色。","A.②③① B.②①③ C.③②① D.①②③","A
"
"343","当不慎把大量浓硫酸滴在皮肤上时，正确的处理方法是：","A.用酒精棉球擦 B.不作处理，马上去医院 C.用碱液中和后，用水冲洗 D.以吸水性强的纸或布吸去后，再用水冲洗","D
"
"344","当不慎把少量浓硫酸滴在皮肤上(在皮肤上没形成挂液)时，正确的处理方法是：","A.用酒精棉球擦 B.不作处理，马上去医院 C.用碱液中和后，用水冲洗 D.用水直接冲洗","D
"
"345","一般无机酸、碱液和稀硫酸不慎滴在皮肤上时，正确的处理方法是：","A.用酒精棉球擦 B.不作处理，马上去医院 C.用水直接冲洗 D.用碱液中和后，用水冲洗","C
"
"346","皮肤若被低温（如固体二氧化碳、液氮）冻伤，应：","A.马上送医院 B.用温水慢慢恢复体温 C.用火烘烤 D.应尽快浸入热水","B
"
"347","HCN无色，气味为：","A.无味 B.大蒜味 C.苦杏仁味 D.烂苹果味","C
"
"348","不具有强酸性和强腐蚀性的物质是：","A.氢氟酸 B.碳酸 C.稀硫酸 D.稀硝酸","B
"
"349","易燃类液体的特点是：","A.闪点在25℃以下的液体，闪点越低，越易燃烧 B.极易挥发成气体 C.遇明火即燃烧 D.以上都是","D
"
"350","对于一些吸入或食入少量即能中毒至死的化学试剂，生物试验中致死量（LD50）在50mg/kg以下的称为剧毒化学试剂，以下哪个不是剧毒化学试剂：","A.氰化钾 B.三氧化二砷 C.氯化汞 D.苯","D
"
"351","危险化学品包括哪些物质？","A.爆炸品、易燃气体、易燃喷雾剂，氧化性气体，加压气体 B.易燃液体，易燃固体，自反应物质，可自燃液体，自燃自热物质，遇水放出易燃气体的物质 C.氧化性液体，氧化性固体，有机过氧化物，腐蚀性物质 D.以上都是","D
"
"352","危险化学品的毒害包括：","A.皮肤腐蚀性/刺激性，眼损伤/眼刺激 B.急性中毒致死，器官或呼吸系统损伤，生殖细胞突变性，致癌性 C.水环境危害性，放射性危害 D.以上都是","D
"
"353","危险化学品的急性毒性表述中，半致死量LD50代表什么意义？","A.致死量 B.导致一半受试动物死亡的量 C.导致一半受试动物死亡的浓度 D.导致全部受试动物死亡的浓度","B
"
"354","表示危险化学品的急性毒性的LD50的单位是什么？","A.mg/kg B.g/kg C.mL/kg D.ug/kg","A
"
"355","下列那一项不是发生爆炸的基本因素？","A.温度 B.压力 C.湿度 D.着火源","C
"
"356","下面哪些物质彼此混合时，不容易引起火灾？","A.活性炭与硝酸铵 B.金属钾、钠和煤油 C.磷化氢、硅化氢、烷基金属、白磷等物质与空气接触 D.可燃性物质（木材、织物等）与浓硫酸","B
"
"357","2，4-二硝基苯甲醚、萘、二硝基萘等可升华固体药品燃烧应如何进行灭火：","A.用灭火器灭火 B.火灭后还要不断向燃烧区域上空及周围喷雾水 C.用水灭火，并不断向燃烧区域上空及周围喷雾水至可燃物完全冷却 D.以上都是","D
"
"358","遇水发生剧烈反应，容易产生爆炸或燃烧的化学品是:","A.K、Na、Mg、Ca、Li、AlH3、电石 B.K、Na、Ca、Li、AlH3、MgO、电石 C.K、Na、Ca、Li、AlH3、电石 D.K、Na、Mg、Li、AlH3、电石","C
"
"359","苯乙烯、乙酸乙烯酯应如何存放？","A.放在防爆冰箱里 B.和其它试剂混放 C.放在通风橱内 D.放在密闭的柜子中","A
"
"360","不需要放在密封的干燥器内的药品是：","A.过硫酸盐 B.五氧化二磷 C.三氯化磷 D.盐酸","D
"
"361","不需在棕色瓶中或用黑纸包裹，置于低温阴凉处的药品是：","A.卤化银 B.浓硝酸 C.汞 D.过氧化氢","C
"
"362","以下哪种物质不会灼伤皮肤？","A.强碱、强酸 B.强氧化剂 C.溴 D.KBr、NaBr水溶液","D
"
"363","氮氧化物主要伤害人体的：","A.眼、上呼吸道 B.呼吸道深部的细支气管、肺泡 C.皮肤 D.消化道","B
"
"364","关于存储化学品说法错误的是：","A.化学危险物品应当分类、分项存放，相互之间保持安全距离 B.遇火、遇潮容易燃烧、爆炸或产生有毒气体的化学危险品，不得在露天、潮湿、漏雨或低洼容易积水的地点存放 C.受阳光照射易燃烧、易爆炸或产生有毒气体的化学危险品和桶装、罐装等易燃液体、气体应当在密闭地点存放 D.防护和灭火方法相互抵触的化学危险品，不得在同一仓库或同一储存室存放","C
"
"365","关于存放自燃性试剂说法错误的是：","A.单独储存 B.储存于通风、阴凉、干燥处 C.存放于试剂架上 D.远离明火及热源，防止太阳直射","C
"
"366","关于化学品的使用、管理，下列说法哪个是错误的？","A.打开塑料瓶的化学品时不要过于用力挤压，否则可能导致液体溢出或迸溅到身体上 B.有机溶剂可以置于普通冰箱保存 C.分清标签，认真阅读标签，按标签使用 D.共用化学品从专用柜里取出，使用时注意保持标签的完整，用后放回专用柜","B
"
"367","氢氟酸有强烈的腐蚀性和危害性，皮肤接触氢氟酸后可出现疼痛及灼伤，随时间疼痛渐剧，皮肤下组织被破坏，这种破坏会传播到骨骼。下面哪个说法是错误的？","A.稀的氢氟酸危害性很低，不会产生严重烧伤 B.氢氟酸蒸气溶于眼球内的液体中会对人的视力造成永久损害 C.使用氢氟酸一定要戴防护手套，注意不要接触氢氟酸蒸汽 D.工作结束后要注意用水冲洗手套、器皿等，不能有任何残余留下","A
"
"368","混和时不会生成高敏感、不稳定或者具有爆炸性物质的是：","A.醚和醇类 B.烯烃和空气 C.氯酸盐和铵盐 D.亚硝酸盐和铵盐","A
"
"369","混和或相互接触时，不会产生大量热量而着火、爆炸的是：","A.KMnO4和浓硫酸 B.CCl4和碱金属 C.硝铵和酸 D.浓HNO4和胺类","B
"
"370","混和或相互接触时，不会产生大量热量而着火、爆炸的是：","A.（亚、次）氯酸盐和酸 B.CrO3和可燃物 C.KMnO4和可燃物 D.CCl4和碱金属","D
"
"371","活泼金属应存放在何处？","A.密封容器中并放入冰箱 B.密封容器中并放入干燥器 C.泡在煤油里密封避光保存 D.密封容器中并放入密闭柜子内","C
"
"372","金属Hg具有高毒性，常温下挥发情况如何？","A.不挥发 B.慢慢挥发 C.很快挥发 D.需要在一定条件下才会挥发","B
"
"373","领取及存放化学药品时，以下说法错误的是：","A.确认容器上标示的中文名称是否为需要的实验用药品。 B.学习并清楚化学药品危害标示和图样。 C.化学药品应分类存放。 D.有机溶剂，固体化学药品，酸、碱化合物可以存放于同一药品柜中。","D
"
"374","氯气急性中毒可引起严重并发症，如气胸、纵隔气肿等，不会引起什么症状？","A.中、重度昏迷 B.支气管哮喘 C.慢性支气管炎D.严重窒息","C
"
"375","钠，钾等碱金属须贮存于：","A.水中 B.酒精中 C.煤油中 D.暴露在空气中","C
"
"376","以下药品按毒性从大到小排序正确的是：","A.甲醛、苯、苯乙烯、丙酮 B.苯、甲醛、甲苯、丙酮 C.甲苯、甲醛、苯、丙酮 D.苯、丙酮、甲苯、甲醛","B
"
"377","闪点越低，越容易燃烧。闪点在－4℃以上的溶剂是：","A.甲醇、乙醇、乙腈 B.乙酸乙酯、乙酸甲酯 C.乙醚、石油醚 D.汽油、丙酮、苯","A
"
"378","实验人员都要注意防止被实验设备产生的X射线照射，下列能够产生X射线的仪器是：","A.X射线衍射仪 B.721分光光度计 C.液相色谱 D.气相色谱","A
"
"379","为了安全，须贮存于煤油中的金属是：","A.钠 B.铝 C.铁 D.钙","A
"
"380","下列不属于易燃液体的是：","A.5%稀硫酸 B.乙醇 C.苯 D.二硫化碳","A
"
"381","下列说法错误的是：","A.丙酮、乙醇都有较强的挥发性和易燃性，二者都不能在任何有明火的地方使用 B.丙酮会对肝脏和大脑造成损害，因此避免吸入丙酮气体 C.强酸强碱等不能与身体接触 D.弱酸弱碱在使用中可以与身体接触","D
"
"382","下列关于混合物的描述错误的是：","A.三氧化铬的硫酸溶液与有机物混合，可能爆炸 B.硝酸氨与活性炭混合可能燃烧 C.高氯酸与金属盐混合可能爆炸 D.高氯酸与盐酸混合可能爆炸","D
"
"383","下列何者是会发生爆炸的物质？","A.氧化锌 B.三硝基甲苯 C.四氯化碳 D.氧化铁","B
"
"384","下列何种物质贮存于空气中易发生爆炸？","A.苯乙烯 B.对二甲苯 C.苯 D.甲苯","A
"
"385","下列哪种物质与乙醇混溶时易发生爆炸？","A.盐酸 B.乙醚 C.高氯酸 D.丙酮","C
"
"386","不是实验室常用于皮肤或普通实验器械的消毒液为？","A.0.2%-1%漂白粉溶液 B.70%乙醇 C.2%碘酊 D.0.2%-0.5%的洗必泰","A
"
"387","下列试剂哪个不用放在棕色瓶内保藏？","A.硫酸亚铁 B.高锰酸钾 C.亚硫酸钠 D.硫酸钠","D
"
"388","下列物质无毒的是：","A.乙二醇 B.硫化氢 C.乙醇 D.甲醛","C
"
"389","下列物质应避免与水接触以免发生危险的是：","A.氯化钠 B.氯化钙 C.四氢化铝 D.硫酸钙","C
"
"390","下列物质不属于剧毒物的是：","A.碘甲烷、丙腈 B.氯乙酸、丙烯醛 C.五氯苯酚、铊 D.硫酸钡","D
"
"391","下列不属于危险化学品的是：","A.汽油、易燃液体 B.放射性物品; C.氧化剂、有机过氧化物、剧毒药品和感染性物品 D.氯化钾","D
"
"392","下面哪组溶剂不属易燃类液体？","A.甲醇、乙醇 B.四氯化碳、乙酸 C.乙酸丁酯、石油醚 D.丙酮、甲苯","B
"
"393","下面所列试剂不用分开保存的是：","A.乙醚与高氯酸 B.苯与过氧化氢 C.丙酮与硝基化合物 D.浓硫酸与盐酸","D
"
"394","一般将闪点在25℃以下的化学试剂列入易燃化学试剂，它们多是极易挥发的液体。以下哪种物质不是易燃化学试剂？","A.乙醚 B.苯 C.甘油 D.汽油","C
"
