"","question","options","answer"
"184","干热灭菌是利用热的作用来杀菌，通常在以下哪种设备中进行？","A.微波炉 B.烘箱 C.高压蒸汽灭菌器 D.电阻炉","B
"
"185","实验室生物安全性问题不仅涉及到动物间疾病的传播，最主要还关系到什么？","A.实验成败 B.实验室污染 C.人民身体健康 D.动物死亡","C
"
"186","对动物实验室的器材进行消毒灭菌效果最好的设备是什么？","A.热水器 B.紫外线灯 C.臭氧发生器 D.高压灭菌柜","D
"
"187","在分子生物学、遗传学、基因工程等实验中，哪种常见药品是致癌物质？实验中不能让药品接触到皮肤上。","A．单体丙烯酰胺 B．甲叉双丙稀酰胺 C．溴化乙锭（EB）","C
"
"188","在遗传学等实验中，哪种常见药品是致癌物质？实验中不可以让药品接触到皮肤上。","A．单体丙烯酰胺 B．秋水仙素 C．甲叉双丙稀酰胺","B
"
"189","在生物化学蛋白电泳实验中，接触的哪种药品为神经性毒物，接触皮肤会被吸收？","A．秋水仙素 B．溴化乙锭（EB） C．甲叉双丙稀酰胺","C
"
"190","生物学实验室内，什么常见物质是易燃易爆液体？必须妥善安置，正确使用。","A．三硝基苯磺酸、苦味酸 B．无机磷 C．乙醚、二甲苯、丙酮、酒精","C
"
"191","生物学实验室内，什么物质是易燃易爆物固体？必须妥善安置，正确使用。","A．溴化乙锭（EB） B．松香、硫磺、无机磷 C．三硝基苯磺酸、苦味酸","B
"
"192","细胞学说的创始人是","A英国科学家胡克 B德国科学家施来登 C英国科学家达尔文 D德国科学家赫克尔","B
"
"193","关于原核细胞的特征，下列哪项叙述有误","A无真正的细胞核 B其DNA分子常与组蛋白结合 C以无丝分裂方式增殖 D内膜系统简单","B
"
"194","关于真核细胞，下列哪项叙述有误","A有真正的细胞核 B有多条DNA分子并与组蛋白构成染色质 C基因表达的转录和翻译过程同时进行 D体积较大","C
"
"195","完成细胞膜特定功能的主要组分是","A膜脂双层 B膜蛋白 C细胞外被 D糖脂","B
"
"196","下列哪种细胞器为非膜相结构","A核糖体 B内质网 C线粒体 D溶酶体","A
"
"197","下列哪种细胞器为膜相结构","A线粒体 B染色体 C纺锤体 D中心体","A
"
"198","细胞摄入微生物或细胞碎片进行消化的过程称为","A吞噬作用 B异噬作用 C包吞作用 D包饮作用","A
"
"199","下列配对哪项不正确","A纤毛―动力蛋白 B微丝―肌动蛋白 C液泡―液泡膜 D细胞核―肌球蛋白","D
"
"200","下列核素（物质）是超铀元素化学实验室中经常使用的。请指出（）核素（物质）会产生较强gamma射线、需要考虑专门的gamma射线屏蔽问题。","A.天然铀 B.低浓缩铀 C.长期存放的钍及其子体 D.Pu及其子体","C
"
"201","发生人畜共患病时，须立即向学校有关机构报告，同时还必须立即向当地什么职能部门报告？","A.卫生厅 B.农业厅 C.卫生防疫部门 D.医院","C
"
"202","职业性皮肤病是职业性疾病中最常见、发病率最高的职业性损害，其中什么因素引起者占多数","A化学性 B物理性 C生物性","A
"
"203","湿热灭菌和干热灭菌相比","A.湿热灭菌穿透力强，传导好 B.湿热灭菌穿透力差，传导好 C.干热灭菌穿透力强，传导好 D.干热灭菌穿透力差，传导好","A
"
"204","干热灭菌是利用热的作用来杀菌，通常在干热灭菌器中进行；使用温度通常为","A.50-100℃ B.100-160℃ C.160-400℃ D.400-800℃","C
"
"205","遗传学试验中，下列哪种物品是致癌物质？","A.单体丙烯酰胺 B.秋水仙素 C.甲叉双丙烯酰胺 D.酒精","B
"
"206","生化蛋白实验中，接触的哪种药为神经性毒药，接触皮肤会被吸收？","A.单体丙烯酰胺 B.秋水仙素 C.甲叉双丙烯酰胺 D.酒精","C
"
"207","I期梅毒病人检查梅毒螺旋体采集标本最好是","A.血液 B.淋巴液 C.下疳渗出液 D.局部淋巴结抽出液","C
"
"208","Kaposi's肉瘤相关的疱疹病毒是","A．HHV-1 B．HHV-5 C．HHV-6 D．HHV-8","D
"
"209","生物医学实验室个人防护用品不包括","A.口罩帽子一次性手套 B.防护镜 C.防护服 D.纸巾","D
"
"210","干热灭菌通常在哪里进行","A.微波炉 B.烘箱 C.高压蒸汽灭菌器 D.电阻炉","B
"
"211","高致病性，艾滋病病毒按其危害程度，属于哪一类病原微生物（）。","A.第一类 B.第二类 C.第三类 D.第四类","B
"
"212","无菌室使用前，将全部要接种的物品移入无菌室缓冲间，并用（）酒精棉球擦拭干净，最后将物品送入工作台上，开启紫外灯进行物品表面消毒灭菌（）左右。","A.75%;30min B.95%;30min C.75%;40min D.95%;40min","A
"
"213","75%的乙醇水溶液可以用于皮肤、实验室工作台表面以及小型器械的消毒。皮肤消毒至少（）、其他物体表面消毒不能少于（）","A.10s;3min B.15s;3min C.10s;5min D.15s;5min","A
"
